/memebyvenom/file_131508250.png,"nothing, khongcogi, xoetay"
/memebyvenom/file_131508251.png,"what, caigi, wtf"
/memebyvenom/file_131508252.png,"horny, cung"
/memebyvenom/file_131508253.png,"sad, cry, buon, khoc"
/memebyvenom/file_131508254.png,"sad, cry, buon, khoc"
/memebyvenom/file_131508255.png,"sad, cry, buon, khoc, smoke"
/memebyvenom/file_131508256.png,like
/memebyvenom/file_131508257.png,"what, caigi, wtf"
/memebyvenom/file_131508260.png,"wow, clap, votay"
/memebyvenom/file_131508263.png,"smart, thongminh, iqman, brain"
/memebyvenom/file_131508269.png,"what, caigi, wtf"
/memebyvenom/file_131508270.png,haha
/memebyvenom/file_131508271.png,"what, caigi, wtf"
/memebyvenom/file_131508275.png,"hihi, glass"
/memebyvenom/file_131508277.png,"whythefuck, thefuck"
/memebyvenom/file_131508278.png,"howthefuck, thefuck"
/memebyvenom/file_131508279.png,"oooo, crowd, cool, vip"
/memebyvenom/file_131508280.png,hackerman
/memebyvenom/file_131508282.png,"wrath, angry, gian, khoc, cay"
/memebyvenom/file_131508283.png,gay
/memebyvenom/file_131508284.png,gay
/memebyvenom/file_131508285.png,hackerman
/memebyvenom/file_131508286.png,gay
/memebyvenom/file_131508287.png,magic
/memebyvenom/file_131508288.png,"money, tien"
/memebyvenom/file_131508289.png,deadinside
/memebyvenom/file_131508291.png,"panic, daudon, buon, sad, khoc, cry"
/memebyvenom/file_131508292.png,"buon, sad, deobietnoigi, speechless"
/memebyvenom/file_131508293.png,"stupid, ngu, deobietnoigi, speechless"
/memebyvenom/file_131508296.png,"yeahboy, hehe"
/memebyvenom/file_131508297.png,"crylaugh, laughcry, khoccuoi, cuoikhoc"
/memebyvenom/file_131508298.png,"nice, noice, ngon"
/memebyvenom/file_131508299.png,"what, caigi, wtf, loading"
/memebyvenom/file_131508301.png,triggered
/memebyvenom/file_131508303.png,"haha, wolves"
/memebyvenom/file_131508304.png,jesusleft
/memebyvenom/file_131508305.png,"ghe, watching, chongmatlenxem"
/memebyvenom/file_131508306.png,"crylaugh, laughcry, khoccuoi, cuoikhoc, facepalm"
/memebyvenom/file_131508307.png,"pain, panic, daudon"
/memebyvenom/file_131508310.png,"devil, hehe"
/memebyvenom/file_131508311.png,"what, caigi, wtf"
/memebyvenom/file_131508313.png,"niceandgay, gay"
/memebyvenom/file_131508314.png,"iwanttodead, dead"
/memebyvenom/file_131508316.png,"khoc, cry, facepalm, panic, daudon"
/memebyvenom/file_131508317.png,"comehere, denday"
/memebyvenom/file_131508318.png,haha
/memebyvenom/file_131508323.png,"phe, orgasm, high"
/memebyvenom/file_131508325.png,"deobietnoigi, speechless"
/memebyvenom/file_131508327.png,"deobietnoigi, speechless"
/memebyvenom/file_131508328.png,"yeahbutcry, deadinside"
/memebyvenom/file_131508329.png,"obama, badge, selfbadge"
/memebyvenom/file_131508332.png,"khoc, cry, sad, buon"
/memebyvenom/file_131508334.png,"what, caigi, wtf, eyered"
/memebyvenom/file_131508335.png,"gun, sung, tusat, suicide"
/memebyvenom/file_131508338.png,"khoc, cry, sad, buon"
/memebyvenom/file_131508341.png,"what, caigi, wtf, cj"
/memebyvenom/file_131508342.png,"what, caigi, wtf, notfun"
/memebyvenom/file_131508343.png,hihi
/memebyvenom/file_131508345.png,"what, caigi, wtf, notfun"
/memebyvenom/file_131508346.png,"what, caigi, wtf, notfun"
/memebyvenom/file_131508347.png,"khoc, cry, sad, buon, eyered"
/memebyvenom/file_131508348.png,ok
/memebyvenom/file_131508351.png,"eyedrop, eyewash"
/memebyvenom/file_131508353.png,eyewash
/memebyvenom/file_131508354.png,"putin, handshake"
/memebyvenom/file_131508355.png,"notgood, notfun"
/memebyvenom/file_131508356.png,hihi
/memebyvenom/file_131508358.png,"cry, khoc, sad, buon"
/memebyvenom/file_131508360.png,"likebutcry, cry, khoc, buon"
/memebyvenom/file_131508363.png,"khoc, buon, tusat, sad, cry, suicide, gun, sung"
/memebyvenom/file_131508367.png,"ngoan, goodboy, gooddog"
/memebyvenom/file_131508368.png,"what, caigi, wtf, loading"